Form,transcription,englishName,language,englishPOS,ontologicalCategory,semanticField,languageFamily,alt_transcription,alt_form,phon,method
onmiddellijk,StandardOrth,immediately,Dutch,other,Other,Time,Indo-European,NA,NA,ɔnmɪtdɛjɛjk,epitran
bald,StandardOrth,immediately,German,other,Other,Time,Indo-European,Original (M. R. Key),NA,balt,epitran
sofort,StandardOrth,immediately,German,other,Other,Time,Indo-European,Original (M. R. Key),NA,t͡soːfort,epitran
sogleich,StandardOrth,immediately,German,other,Other,Time,Indo-European,Original (M. R. Key),NA,t͡soklajx,epitran
rychło,StandardOrth,immediately,Polish,other,Other,Time,Indo-European,NA,NA,rɨxwɔ,epitran
zaraz,StandardOrth,immediately,Polish,other,Other,Time,Indo-European,NA,NA,zaraz,epitran
natychmiast,StandardOrth,immediately,Polish,other,Other,Time,Indo-European,NA,NA,natɨxmjast,epitran
ацы сахат,CyrillTrans,now,Ossetic,other,Other,Time,Indo-European,NA,NA,at͡sɨ saχat,manual(w)
ныртæккæ,CyrillTrans,now,Ossetic,other,Other,Time,Indo-European,NA,NA,nɨrtəkkə,manual(w)
ora,StandardOrth,now,Italian,other,Other,Time,Indo-European,NA,NA,ora,epitran
adesso,StandardOrth,now,Italian,other,Other,Time,Indo-European,NA,NA,adesːo,epitran
maintenant,StandardOrth,now,French,other,Other,Time,Indo-European,NA,NA,mɛntɛnan,epitran
ara,StandardOrth,now,Catalan,other,Other,Time,Indo-European,NA,NA,aɾa,epitran
agora,StandardOrth,now,Portuguese,other,Other,Time,Indo-European,NA,NA,ɐɡoɾɐ,epitran
acum,StandardOrth,now,Romanian,other,Other,Time,Indo-European,NA,NA,akum,epitran
nu,StandardOrth,now,Swedish,other,Other,Time,Indo-European,NA,NA,nʉː,epitran
nu,StandardOrth,now,Dutch,other,Other,Time,Indo-European,NA,NA,nyː,epitran
jetzt,StandardOrth,now,German,other,Other,Time,Indo-European,Original (M. R. Key),NA,jet͡st,epitran
nun,StandardOrth,now,German,other,Other,Time,Indo-European,Original (M. R. Key),NA,nun,epitran
teraz,StandardOrth,now,Polish,other,Other,Time,Indo-European,NA,NA,tɛraz,epitran
æрæгмæ,CyrillTrans,late,Ossetic,other,Other,Time,Indo-European,NA,NA,ərəɡmə,manual(w)
æнафон,CyrillTrans,late,Ossetic,other,Other,Time,Indo-European,NA,NA,ənafon,manual(w)
tardi,StandardOrth,late,Italian,other,Other,Time,Indo-European,NA,NA,tardi,epitran
tard,StandardOrth,late,French,other,Other,Time,Indo-European,NA,NA,tard,epitran
tard,StandardOrth,late,Catalan,other,Other,Time,Indo-European,NA,NA,taɾd,epitran
tarde,StandardOrth,late,Portuguese,other,Other,Time,Indo-European,NA,NA,tɐɾdɛ,epitran
tîrziu,StandardOrth,late,Romanian,other,Other,Time,Indo-European,NA,NA,tɨrziu,epitran
sent,StandardOrth,late,Swedish,other,Other,Time,Indo-European,NA,NA,sɛnt,epitran
laat,StandardOrth,late,Dutch,other,Other,Time,Indo-European,NA,NA,laːt,epitran
spät,StandardOrth,late,German,other,Other,Time,Indo-European,Original (M. R. Key),NA,spet,epitran
późno,StandardOrth,late,Polish,other,Other,Time,Indo-European,NA,NA,puʑnɔ,epitran
późny,StandardOrth,late,Polish,other,Other,Time,Indo-European,NA,NA,puʑnɨ,epitran
раджы,CyrillTrans,early,Ossetic,other,Other,Time,Indo-European,NA,NA,rad͡ʒɨ,manual(w)
presto,StandardOrth,early,Italian,other,Other,Time,Indo-European,NA,NA,presto,epitran
tôt,StandardOrth,early,French,other,Other,Time,Indo-European,NA,NA,to,epitran
de bonne heure,StandardOrth,early,French,other,Other,Time,Indo-European,NA,NA,də bɔnə œr,epitran
aviat,StandardOrth,early,Catalan,other,Other,Time,Indo-European,NA,NA,abiat,epitran
cedo,StandardOrth,early,Portuguese,other,Other,Time,Indo-European,NA,NA,sɛdo,epitran
de vreme,StandardOrth,early,Romanian,other,Other,Time,Indo-European,NA,NA,de vreme,epitran
de dimineaţă,StandardOrth,early,Romanian,other,Other,Time,Indo-European,NA,NA,de dimineat͡sə,epitran
tidigt,StandardOrth,early,Swedish,other,Other,Time,Indo-European,NA,NA,tiːdɪɡt,epitran
arla,StandardOrth,early,Swedish,other,Other,Time,Indo-European,NA,NA,ɐrlɑː,epitran
vroeg,StandardOrth,early,Dutch,other,Other,Time,Indo-European,NA,NA,vruːx,epitran
früh,StandardOrth,early,German,other,Other,Time,Indo-European,Original (M. R. Key),NA,fryː,epitran
rano,StandardOrth,early,Polish,other,Other,Time,Indo-European,NA,NA,ranɔ,epitran
wcześnie,StandardOrth,early,Polish,other,Other,Time,Indo-European,NA,NA,vt͡ʂɛɕɲɛ,epitran
зæронд,CyrillTrans,old,Ossetic,other,Property,Time,Indo-European,NA,NA,zərond,manual(w)
рагон,CyrillTrans,old,Ossetic,other,Property,Time,Indo-European,NA,NA,raɡon,manual(w)
vecchio,StandardOrth,old,Italian,other,Property,Time,Indo-European,NA,NA,vekːio,epitran
vieux,StandardOrth,old,French,other,Property,Time,Indo-European,NA,NA,vjœ,epitran
vell,StandardOrth,old,Catalan,other,Property,Time,Indo-European,NA,NA,bɛʎ,epitran
velho,StandardOrth,old,Portuguese,other,Property,Time,Indo-European,NA,NA,vɛlo,epitran
vechiu,StandardOrth,old,Romanian,other,Property,Time,Indo-European,NA,NA,vekiu,epitran
bătrîn,StandardOrth,old,Romanian,other,Property,Time,Indo-European,NA,NA,bətrɨn,epitran
gammal,StandardOrth,old,Swedish,other,Property,Time,Indo-European,NA,NA,ɡɐmɑːl,epitran
oud,StandardOrth,old,Dutch,other,Property,Time,Indo-European,NA,NA,ɑwt,epitran
alt,StandardOrth,old,German,other,Property,Time,Indo-European,Original (M. R. Key),NA,alt,epitran
stary,StandardOrth,old,Polish,other,Property,Time,Indo-European,NA,NA,starɨ,epitran
æрыгон,CyrillTrans,young,Ossetic,other,Property,Time,Indo-European,NA,NA,ərɨɡon,manual(w)
æвзонг,CyrillTrans,young,Ossetic,other,Property,Time,Indo-European,NA,NA,əvzonɡ,manual(w)
giovine,StandardOrth,young,Italian,other,Property,Time,Indo-European,NA,NA,d͡ʒovine,epitran
jeune,StandardOrth,young,French,other,Property,Time,Indo-European,NA,NA,ʒœn,epitran
jove,StandardOrth,young,Catalan,other,Property,Time,Indo-European,NA,NA,ʒɔbɛ,epitran
jovem,StandardOrth,young,Portuguese,other,Property,Time,Indo-European,NA,NA,ʒovɛ̃,epitran
novo,StandardOrth,young,Portuguese,other,Property,Time,Indo-European,NA,NA,novo,epitran
tînăr,StandardOrth,young,Romanian,other,Property,Time,Indo-European,NA,NA,tɨnər,epitran
june,StandardOrth,young,Romanian,other,Property,Time,Indo-European,NA,NA,ʒune,epitran
ung,StandardOrth,young,Swedish,other,Property,Time,Indo-European,NA,NA,ɵŋ,epitran
jong,StandardOrth,young,Dutch,other,Property,Time,Indo-European,NA,NA,jɔnx,epitran
jung,StandardOrth,young,German,other,Property,Time,Indo-European,Original (M. R. Key),NA,juŋk,epitran
młody,StandardOrth,young,Polish,other,Property,Time,Indo-European,NA,NA,mwɔdɨ,epitran
кар,CyrillTrans,age,Ossetic,noun,Person/Thing,Time,Indo-European,NA,NA,kar,manual(w)
ас,CyrillTrans,age,Ossetic,noun,Person/Thing,Time,Indo-European,NA,NA,as,manual(w)
дуг,CyrillTrans,age,Ossetic,noun,Person/Thing,Time,Indo-European,NA,NA,duɡ,manual(w)
заман,CyrillTrans,age,Ossetic,noun,Person/Thing,Time,Indo-European,NA,NA,zaman,manual(w)
età,StandardOrth,age,Italian,noun,Person/Thing,Time,Indo-European,NA,NA,eta,epitran
âge,StandardOrth,age,French,noun,Person/Thing,Time,Indo-European,NA,NA,ɑʒ,epitran
edat,StandardOrth,age,Catalan,noun,Person/Thing,Time,Indo-European,NA,NA,ɛdat,epitran
idade,StandardOrth,age,Portuguese,noun,Person/Thing,Time,Indo-European,NA,NA,idɐdɛ,epitran
virstă,StandardOrth,age,Romanian,noun,Person/Thing,Time,Indo-European,NA,NA,virstə,epitran
etate,StandardOrth,age,Romanian,noun,Person/Thing,Time,Indo-European,NA,NA,etate,epitran
ålder,StandardOrth,age,Swedish,noun,Person/Thing,Time,Indo-European,NA,NA,ɔldeːr,epitran
leeftijd,StandardOrth,age,Dutch,noun,Person/Thing,Time,Indo-European,NA,NA,leːftɛjt,epitran
ouderdom,StandardOrth,age,Dutch,noun,Person/Thing,Time,Indo-European,NA,NA,ɑwʏdɛrdɔm,epitran
Alter,StandardOrth,age,German,noun,Person/Thing,Time,Indo-European,Original (M. R. Key),NA,altər,epitran
wiek,StandardOrth,age,Polish,noun,Person/Thing,Time,Indo-European,NA,NA,vjɛk,epitran
stulecie,StandardOrth,age,Polish,noun,Person/Thing,Time,Indo-European,NA,NA,stulɛt͡ɕɛ,epitran
нæуæг,CyrillTrans,new,Ossetic,other,Property,Time,Indo-European,NA,NA,nəwæɡ,manual(w)
ног,CyrillTrans,new,Ossetic,other,Property,Time,Indo-European,NA,NA,noɡ,manual(w)
nuovo,StandardOrth,new,Italian,other,Property,Time,Indo-European,NA,NA,nuovo,epitran
nouveau,StandardOrth,new,French,other,Property,Time,Indo-European,NA,NA,nuvo,epitran
nou,StandardOrth,new,Catalan,other,Property,Time,Indo-European,NA,NA,nɔb,epitran
novo,StandardOrth,new,Portuguese,other,Property,Time,Indo-European,NA,NA,novo,epitran
nou,StandardOrth,new,Romanian,other,Property,Time,Indo-European,NA,NA,nou,epitran
ny,StandardOrth,new,Swedish,other,Property,Time,Indo-European,NA,NA,nyː,epitran
nieuw,StandardOrth,new,Dutch,other,Property,Time,Indo-European,NA,NA,niw,epitran
neu,StandardOrth,new,German,other,Property,Time,Indo-European,Original (M. R. Key),NA,noyh,epitran
nowy,StandardOrth,new,Polish,other,Property,Time,Indo-European,NA,NA,nɔvɨ,epitran
рæстæг,CyrillTrans,time,Ossetic,noun,Person/Thing,Time,Indo-European,NA,NA,rəstəɡ,manual(w)
афон,CyrillTrans,time,Ossetic,noun,Person/Thing,Time,Indo-European,NA,NA,afon,manual(w)
дуг,CyrillTrans,time,Ossetic,noun,Person/Thing,Time,Indo-European,NA,NA,duɡ,manual(w)
заман,CyrillTrans,time,Ossetic,noun,Person/Thing,Time,Indo-European,NA,NA,zaman,manual(w)
сахат,CyrillTrans,time,Ossetic,noun,Person/Thing,Time,Indo-European,NA,NA,saχat,manual(w)
tempo,StandardOrth,time,Italian,noun,Person/Thing,Time,Indo-European,NA,NA,tempo,epitran
heure,StandardOrth,time,French,noun,Person/Thing,Time,Indo-European,NA,NA,œr,epitran
temps,StandardOrth,time,French,noun,Person/Thing,Time,Indo-European,NA,NA,tɑ̃p,epitran
temps,StandardOrth,time,Catalan,noun,Person/Thing,Time,Indo-European,NA,NA,tɛms,epitran
tempo,StandardOrth,time,Portuguese,noun,Person/Thing,Time,Indo-European,NA,NA,tɛmpo,epitran
timp,StandardOrth,time,Romanian,noun,Person/Thing,Time,Indo-European,NA,NA,timp,epitran
vreme,StandardOrth,time,Romanian,noun,Person/Thing,Time,Indo-European,NA,NA,vreme,epitran
tid,StandardOrth,time,Swedish,noun,Person/Thing,Time,Indo-European,NA,NA,tiːd,epitran
tijd,StandardOrth,time,Dutch,noun,Person/Thing,Time,Indo-European,NA,NA,tɛjt,epitran
Zeit,StandardOrth,time,German,noun,Person/Thing,Time,Indo-European,Original (M. R. Key),NA,t͡sajt,epitran
(Weile),StandardOrth,time,German,noun,Person/Thing,Time,Indo-European,Original (M. R. Key),NA,(vajeːle),epitran
czas (doba),StandardOrth,time,Polish,noun,Person/Thing,Time,Indo-European,NA,NA,t͡ʂas (dɔba),epitran
æртæ хатты,CyrillTrans,three times,Ossetic,other,Other,Quantity,Indo-European,NA,NA,ərtə χattɨ,manual(w)
tre volte,StandardOrth,three times,Italian,other,Other,Quantity,Indo-European,NA,NA,tre volte,epitran
trois fois,StandardOrth,three times,French,other,Other,Quantity,Indo-European,NA,NA,trwas fwa,epitran
tres vegades,StandardOrth,three times,Catalan,other,Other,Quantity,Indo-European,NA,NA,tɾɛs bɛɡadɛs,epitran
três vezes,StandardOrth,three times,Portuguese,other,Other,Quantity,Indo-European,NA,NA,tɾes vɛzɛʃ,epitran
de trei orĭ,StandardOrth,three times,Romanian,other,Other,Quantity,Indo-European,NA,NA,de trei orĭ,epitran
tre gånger,StandardOrth,three times,Swedish,other,Other,Quantity,Indo-European,NA,NA,treː ɡɔnjeːr,epitran
driemaal,StandardOrth,three times,Dutch,other,Other,Quantity,Indo-European,NA,NA,triːɛmaːl,epitran
dreimal,StandardOrth,three times,German,other,Other,Quantity,Indo-European,Original (M. R. Key),NA,trajeːmal,epitran
trzy razy,StandardOrth,three times,Polish,other,Other,Quantity,Indo-European,NA,NA,tʐɨ razɨ,epitran
trzykroć,StandardOrth,three times,Polish,other,Other,Quantity,Indo-European,NA,NA,tʐɨkrɔt͡ɕ,epitran
trzykrotnie,StandardOrth,three times,Polish,other,Other,Quantity,Indo-European,NA,NA,tʐɨkrɔtɲɛ,epitran
æртыккаг,CyrillTrans,third,Ossetic,other,Other,Quantity,Indo-European,NA,NA,ərtɨkkaɡ,manual(w)
æтыккæгæм,CyrillTrans,third,Ossetic,other,Other,Quantity,Indo-European,NA,NA,ətɨkkəɡəm,manual(w)
terzo,StandardOrth,third,Italian,other,Other,Quantity,Indo-European,NA,NA,terso,epitran
troisième,StandardOrth,third,French,other,Other,Quantity,Indo-European,NA,NA,trwasjɛm,epitran
tercer,StandardOrth,third,Catalan,other,Other,Quantity,Indo-European,NA,NA,tɛɾsɛɾ,epitran
terceiro,StandardOrth,third,Portuguese,other,Other,Quantity,Indo-European,NA,NA,tɛɾsɛjɾo,epitran
al treilea,StandardOrth,third,Romanian,other,Other,Quantity,Indo-European,NA,NA,al treilea,epitran
tredje,StandardOrth,third,Swedish,other,Other,Quantity,Indo-European,NA,NA,trɛjeː,epitran
derde,StandardOrth,third,Dutch,other,Other,Quantity,Indo-European,NA,NA,dɛrdeː,epitran
dritte,StandardOrth,third,German,other,Other,Quantity,Indo-European,Original (M. R. Key),NA,tritə,epitran
trzeci,StandardOrth,third,Polish,other,Other,Quantity,Indo-European,NA,NA,tʐɛt͡ɕi,epitran
дыууæ хатты,CyrillTrans,two times,Ossetic,other,Other,Quantity,Indo-European,NA,NA,dɨuwæ χattɨ,manual(w)
due volte,StandardOrth,two times,Italian,other,Other,Quantity,Indo-European,NA,NA,due volte,epitran
deux fois,StandardOrth,two times,French,other,Other,Quantity,Indo-European,NA,NA,dœks fwa,epitran
dues vegades,StandardOrth,two times,Catalan,other,Other,Quantity,Indo-European,NA,NA,duɛs bɛɡadɛs,epitran
duas vezes,StandardOrth,two times,Portuguese,other,Other,Quantity,Indo-European,NA,NA,duɐs vɛzɛʃ,epitran
två gånger,StandardOrth,two times,Swedish,other,Other,Quantity,Indo-European,NA,NA,tvoː ɡɔnjeːr,epitran
tweemaal,StandardOrth,two times,Dutch,other,Other,Quantity,Indo-European,NA,NA,tʋeːɛmaːl,epitran
zweimal,StandardOrth,two times,German,other,Other,Quantity,Indo-European,Original (M. R. Key),NA,t͡svajeːmal,epitran
dwa razy,StandardOrth,two times,Polish,other,Other,Quantity,Indo-European,NA,NA,dva razɨ,epitran
дыууæ,CyrillTrans,pair,Ossetic,noun,Person/Thing,Quantity,Indo-European,NA,NA,dɨuwæ,manual(w)
фæлыст,CyrillTrans,pair,Ossetic,noun,Person/Thing,Quantity,Indo-European,NA,NA,fəlɨst,manual(w)
къай (двое),CyrillTrans,pair,Ossetic,noun,Person/Thing,Quantity,Indo-European,NA,NA,kʼaj (dvoe),manual(w)
paio,StandardOrth,pair,Italian,noun,Person/Thing,Quantity,Indo-European,NA,NA,paio,epitran
coppia,StandardOrth,pair,Italian,noun,Person/Thing,Quantity,Indo-European,NA,NA,kopːia,epitran
couple,StandardOrth,pair,French,noun,Person/Thing,Quantity,Indo-European,NA,NA,kupl,epitran
paire,StandardOrth,pair,French,noun,Person/Thing,Quantity,Indo-European,NA,NA,pɛr,epitran
parell,StandardOrth,pair,Catalan,noun,Person/Thing,Quantity,Indo-European,NA,NA,paɾɛʎ,epitran
par,StandardOrth,pair,Portuguese,noun,Person/Thing,Quantity,Indo-European,NA,NA,pɐɾ,epitran
par,StandardOrth,pair,Swedish,noun,Person/Thing,Quantity,Indo-European,NA,NA,pɑːr,epitran
paar,StandardOrth,pair,Dutch,noun,Person/Thing,Quantity,Indo-European,NA,NA,paːr,epitran
ein paar,StandardOrth,pair,German,noun,Person/Thing,Quantity,Indo-European,Original (M. R. Key),NA,ajn paːr,epitran
para,StandardOrth,pair,Polish,noun,Person/Thing,Quantity,Indo-European,NA,NA,para,epitran
дыккаг,CyrillTrans,second,Ossetic,other,Other,Quantity,Indo-European,NA,NA,dɨkkaɡ,manual(w)
дыккæгæм,CyrillTrans,second,Ossetic,other,Other,Quantity,Indo-European,NA,NA,dɨkkəɡəm,manual(w)
secondo,StandardOrth,second,Italian,other,Other,Quantity,Indo-European,NA,NA,sekondo,epitran
deuxième,StandardOrth,second,French,other,Other,Quantity,Indo-European,NA,NA,dœksjɛm,epitran
segon,StandardOrth,second,Catalan,other,Other,Quantity,Indo-European,NA,NA,sɛɡɔn,epitran
segundo,StandardOrth,second,Portuguese,other,Other,Quantity,Indo-European,NA,NA,sɛɡndo,epitran
andra,StandardOrth,second,Swedish,other,Other,Quantity,Indo-European,NA,NA,ɐndrɑː,epitran
som tvåa,StandardOrth,second,Swedish,other,Other,Quantity,Indo-European,NA,NA,suːm tvoːɑː,epitran
tweede,StandardOrth,second,Dutch,other,Other,Quantity,Indo-European,NA,NA,tʋeːɛdeː,epitran
zweite,StandardOrth,second,German,other,Other,Quantity,Indo-European,Original (M. R. Key),NA,t͡svajtə,epitran
drugi,StandardOrth,second,Polish,other,Other,Quantity,Indo-European,NA,NA,druɡʲi,epitran
фæстаг,CyrillTrans,last,Ossetic,other,Other,Quantity,Indo-European,NA,NA,fəstaɡ,manual(w)
ultimo,StandardOrth,last,Italian,other,Other,Quantity,Indo-European,NA,NA,ultimo,epitran
dernier,StandardOrth,last,French,other,Other,Quantity,Indo-European,NA,NA,dɛrnje,epitran
últim,StandardOrth,last,Catalan,other,Other,Quantity,Indo-European,NA,NA,ultim,epitran
último,StandardOrth,last,Portuguese,other,Other,Quantity,Indo-European,NA,NA,ultimo,epitran
ultim,StandardOrth,last,Romanian,other,Other,Quantity,Indo-European,NA,NA,ultim,epitran
sist,StandardOrth,last,Swedish,other,Other,Quantity,Indo-European,NA,NA,sɪst,epitran
laatste,StandardOrth,last,Dutch,other,Other,Quantity,Indo-European,NA,NA,laːtsteː,epitran
letzte,StandardOrth,last,German,other,Other,Quantity,Indo-European,Original (M. R. Key),NA,let͡stə,epitran
ostatni,StandardOrth,last,Polish,other,Other,Quantity,Indo-European,NA,NA,ɔstatɲi,epitran
фыццаг,CyrillTrans,first,Ossetic,other,Other,Quantity,Indo-European,NA,NA,fɨt͡st͡saɡ,manual(w)
primo,StandardOrth,first,Italian,other,Other,Quantity,Indo-European,NA,NA,primo,epitran
premier,StandardOrth,first,French,other,Other,Quantity,Indo-European,NA,NA,prɛmje,epitran
primer,StandardOrth,first,Catalan,other,Other,Quantity,Indo-European,NA,NA,pɾimɛɾ,epitran
primeiro,StandardOrth,first,Portuguese,other,Other,Quantity,Indo-European,NA,NA,pɾimɛjɾo,epitran
prim (întîiŭ),StandardOrth,first,Romanian,other,Other,Quantity,Indo-European,NA,NA,prim (ɨntɨiŭ),epitran
först,StandardOrth,first,Swedish,other,Other,Quantity,Indo-European,NA,NA,fœrst,epitran
eerste,StandardOrth,first,Dutch,other,Other,Quantity,Indo-European,NA,NA,eːrsteː,epitran
erste,StandardOrth,first,German,other,Other,Quantity,Indo-European,Original (M. R. Key),NA,ərstə,epitran
pierwszy,StandardOrth,first,Polish,other,Other,Quantity,Indo-European,NA,NA,pjɛrvʂɨ,epitran
иунæг,CyrillTrans,"alone, only",Ossetic,other,Other,Quantity,Indo-European,NA,NA,iunəɡ,manual(w)
айдагъ,CyrillTrans,"alone, only",Ossetic,other,Other,Quantity,Indo-European,NA,NA,ajdaʁ,manual(w)
solo,StandardOrth,"alone, only",Italian,other,Other,Quantity,Indo-European,NA,NA,solo,epitran
soltanto,StandardOrth,"alone, only",Italian,other,Other,Quantity,Indo-European,NA,NA,soltanto,epitran
seul,StandardOrth,"alone, only",French,other,Other,Quantity,Indo-European,NA,NA,sœl,epitran
seulement,StandardOrth,"alone, only",French,other,Other,Quantity,Indo-European,NA,NA,sœlɛm,epitran
sol,StandardOrth,"alone, only",Catalan,other,Other,Quantity,Indo-European,NA,NA,sɔl,epitran
només,StandardOrth,"alone, only",Catalan,other,Other,Quantity,Indo-European,NA,NA,nɔmes,epitran
só,StandardOrth,"alone, only",Portuguese,other,Other,Quantity,Indo-European,NA,NA,sɔ,epitran
somente,StandardOrth,"alone, only",Portuguese,other,Other,Quantity,Indo-European,NA,NA,somɛntɛ,epitran
singur,StandardOrth,"alone, only",Romanian,other,Other,Quantity,Indo-European,NA,NA,sinɡur,epitran
unic,StandardOrth,"alone, only",Romanian,other,Other,Quantity,Indo-European,NA,NA,unik,epitran
numai,StandardOrth,"alone, only",Romanian,other,Other,Quantity,Indo-European,NA,NA,numai,epitran
ensam,StandardOrth,"alone, only",Swedish,other,Other,Quantity,Indo-European,NA,NA,ɛnsɑːm,epitran
allena,StandardOrth,"alone, only",Swedish,other,Other,Quantity,Indo-European,NA,NA,ɐleːnɑː,epitran
ende,StandardOrth,"alone, only",Swedish,other,Other,Quantity,Indo-European,NA,NA,ɛndeː,epitran
enda,StandardOrth,"alone, only",Swedish,other,Other,Quantity,Indo-European,NA,NA,ɛndɑː,epitran
bara,StandardOrth,"alone, only",Swedish,other,Other,Quantity,Indo-European,NA,NA,bɑːrɑː,epitran
allenast,StandardOrth,"alone, only",Swedish,other,Other,Quantity,Indo-European,NA,NA,ɐleːnɐst,epitran
blott,StandardOrth,"alone, only",Swedish,other,Other,Quantity,Indo-European,NA,NA,blɔt,epitran
