Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon,phon,method
ras,StandardOrth,NA,NA,Dutch,"swift, fast, quick",Property,NA,rɑs,epitran
schnell,StandardOrth,NA,Original (M. R. Key),German,"swift, fast, quick",Property,FALSE,ʃnel,epitran
rasch,StandardOrth,NA,Original (M. R. Key),German,"swift, fast, quick",Property,FALSE,raʃ,epitran
geschwind,StandardOrth,NA,Original (M. R. Key),German,"swift, fast, quick",Property,FALSE,ɡeʃvint,epitran
ātrs,StandardOrth,NA,NA,Latvian,"swift, fast, quick",Property,NA,atʀs,multilingual-g2p
rychlý,StandardOrth,NA,NA,Czech,"swift, fast, quick",Property,NA,rixli,multilingual-g2p
prędki,StandardOrth,NA,NA,Polish,"swift, fast, quick",Property,NA,prɛndkʲi,epitran
szybki,StandardOrth,NA,NA,Polish,"swift, fast, quick",Property,NA,ʂɨbkʲi,epitran
bystry,StandardOrth,NA,NA,Polish,"swift, fast, quick",Property,NA,bɨstrɨ,epitran
æвæстиатæй,CyrillTrans,NA,NA,Ossetic,immediately,Other,NA,əvəstiatəj,
a'mesos,LatinTrans,NA,NA,Modern Greek,immediately,Other,NA,amisəʊz,multilingual-g2p
subito,StandardOrth,NA,NA,Italian,immediately,Other,NA,subito,epitran
ja,StandardOrth,NA,NA,Catalan,immediately,Other,NA,ʒa,epitran
immediatament,StandardOrth,NA,NA,Catalan,immediately,Other,NA,imːɛdiatamɛnt,epitran
îndată,StandardOrth,NA,NA,Romanian,immediately,Other,NA,ɨndatə,epitran
straks,StandardOrth,NA,NA,Danish,immediately,Other,NA,,
snart,StandardOrth,NA,NA,Swedish,immediately,Other,NA,snɐrt,epitran
strax,StandardOrth,NA,NA,Swedish,immediately,Other,NA,strɑːks,epitran
genast,StandardOrth,NA,NA,Swedish,immediately,Other,NA,jeːnɐst,epitran
immediately,StandardOrth,NA,NA,English,immediately,Other,NA,ɪmiˈdiʌtli,cmu.in.ipa
dadelijk,StandardOrth,NA,NA,Dutch,immediately,Other,NA,daːdeːlɛjk,epitran
onmiddellijk,StandardOrth,NA,NA,Dutch,immediately,Other,NA,ɔnmɪtdɛjɛjk,epitran
bald,StandardOrth,NA,Original (M. R. Key),German,immediately,Other,FALSE,balt,epitran
sofort,StandardOrth,NA,Original (M. R. Key),German,immediately,Other,FALSE,t͡soːfoət,epitran
sogleich,StandardOrth,NA,Original (M. R. Key),German,immediately,Other,FALSE,t͡soklaix,epitran
tūlīt,StandardOrth,NA,NA,Latvian,immediately,Other,NA,tulit,multilingual-g2p
nekavējoties,StandardOrth,NA,NA,Latvian,immediately,Other,NA,nekavejuoties,multilingual-g2p
bezprostředně,StandardOrth,NA,NA,Czech,immediately,Other,NA,besprostr̩edne,multilingual-g2p
hned,StandardOrth,NA,NA,Czech,immediately,Other,NA,hnet,multilingual-g2p
rychło,StandardOrth,NA,NA,Polish,immediately,Other,NA,rɨxwɔ,epitran
zaraz,StandardOrth,NA,NA,Polish,immediately,Other,NA,zaraz,epitran
natychmiast,StandardOrth,NA,NA,Polish,immediately,Other,NA,natɨxmjast,epitran
ныртæккæ,CyrillTrans,NA,NA,Ossetic,now,Other,NA,nɨrtəkkə,
'tora,LatinTrans,NA,NA,Modern Greek,now,Other,NA,tɔɹə,multilingual-g2p
ora,StandardOrth,NA,NA,Italian,now,Other,NA,ora,epitran
adesso,StandardOrth,NA,NA,Italian,now,Other,NA,adesːo,epitran
maintenant,StandardOrth,NA,NA,French,now,Other,NA,mɛntɛnan,epitran
ara,StandardOrth,NA,NA,Catalan,now,Other,NA,aɾa,epitran
agora,StandardOrth,NA,NA,Portuguese,now,Other,NA,ɐɡoɾɐ,epitran
acum,StandardOrth,NA,NA,Romanian,now,Other,NA,akum,epitran
nu,StandardOrth,NA,NA,Danish,now,Other,NA,,
nu,StandardOrth,NA,NA,Swedish,now,Other,NA,nʉː,epitran
now,StandardOrth,NA,NA,English,now,Other,NA,nawˈ,cmu.in.ipa
nu,StandardOrth,NA,NA,Dutch,now,Other,NA,nyː,epitran
jetzt,StandardOrth,NA,Original (M. R. Key),German,now,Other,FALSE,jet͡st,epitran
nun,StandardOrth,NA,Original (M. R. Key),German,now,Other,FALSE,nun,epitran
tagad,StandardOrth,NA,NA,Latvian,now,Other,NA,taɡɐd,multilingual-g2p
pašreiz,StandardOrth,NA,NA,Latvian,now,Other,NA,pasʀeiz,multilingual-g2p
nyní,StandardOrth,NA,NA,Czech,now,Other,NA,niɲi,multilingual-g2p
ted’,StandardOrth,NA,NA,Czech,now,Other,NA,tet,multilingual-g2p
teraz,StandardOrth,NA,NA,Polish,now,Other,NA,tɛraz,epitran
æрæгмæ,CyrillTrans,NA,NA,Ossetic,late,Other,NA,ərəɡmə,
æнафон,CyrillTrans,NA,NA,Ossetic,late,Other,NA,ənafon,
ar'ɣa,LatinTrans,NA,NA,Modern Greek,late,Other,NA,eɪɑkwəʊtɡaməeɪ,multilingual-g2p
tardi,StandardOrth,NA,NA,Italian,late,Other,NA,tardi,epitran
tard,StandardOrth,NA,NA,French,late,Other,NA,tard,epitran
tard,StandardOrth,NA,NA,Catalan,late,Other,NA,taɾd,epitran
tarde,StandardOrth,NA,NA,Portuguese,late,Other,NA,tɐɾdɛ,epitran
tîrziu,StandardOrth,NA,NA,Romanian,late,Other,NA,tɨrziu,epitran
sent,StandardOrth,NA,NA,Danish,late,Other,NA,,
sent,StandardOrth,NA,NA,Swedish,late,Other,NA,sɛnt,epitran
late,StandardOrth,NA,NA,English,late,Other,NA,lejˈt,cmu.in.ipa
laat,StandardOrth,NA,NA,Dutch,late,Other,NA,laːt,epitran
spät,StandardOrth,NA,Original (M. R. Key),German,late,Other,FALSE,spet,epitran
vēls,StandardOrth,NA,NA,Latvian,late,Other,NA,vels,multilingual-g2p
pozdě,StandardOrth,NA,NA,Czech,late,Other,NA,pozde,multilingual-g2p
późno,StandardOrth,NA,NA,Polish,late,Other,NA,puʑnɔ,epitran
późny,StandardOrth,NA,NA,Polish,late,Other,NA,puʑnɨ,epitran
раджы,CyrillTrans,NA,NA,Ossetic,early,Other,NA,rad͡ʒɨ,
no'ris,LatinTrans,NA,NA,Modern Greek,early,Other,NA,nɒɹɪs,multilingual-g2p
presto,StandardOrth,NA,NA,Italian,early,Other,NA,presto,epitran
tôt,StandardOrth,NA,NA,French,early,Other,NA,to,epitran
aviat,StandardOrth,NA,NA,Catalan,early,Other,NA,abiat,epitran
cedo,StandardOrth,NA,NA,Portuguese,early,Other,NA,sɛdo,epitran
tidlig,StandardOrth,NA,NA,Danish,early,Other,NA,,
tidigt,StandardOrth,NA,NA,Swedish,early,Other,NA,tiːdɪɡt,epitran
arla,StandardOrth,NA,NA,Swedish,early,Other,NA,ɐrlɑː,epitran
early,StandardOrth,NA,NA,English,early,Other,NA,ɚˈli,cmu.in.ipa
vroeg,StandardOrth,NA,NA,Dutch,early,Other,NA,vruːx,epitran
früh,StandardOrth,NA,Original (M. R. Key),German,early,Other,FALSE,fryː,epitran
agrs,StandardOrth,NA,NA,Latvian,early,Other,NA,aɡʀs,multilingual-g2p
časně,StandardOrth,NA,NA,Czech,early,Other,NA,tsasne,multilingual-g2p
ranně,StandardOrth,NA,NA,Czech,early,Other,NA,rane,multilingual-g2p
rano,StandardOrth,NA,NA,Polish,early,Other,NA,ranɔ,epitran
wcześnie,StandardOrth,NA,NA,Polish,early,Other,NA,vt͡ʂɛɕɲɛ,epitran
зæронд,CyrillTrans,NA,NA,Ossetic,old,Property,NA,zərond,
рагон,CyrillTrans,NA,NA,Ossetic,old,Property,NA,raɡon,
'ɣeros,LatinTrans,NA,NA,Modern Greek,old,Property,NA,ɡaməiɑɹəʊɛs,multilingual-g2p
ilikio'menos,LatinTrans,NA,NA,Modern Greek,old,Property,NA,ɪlɪkɪəminəʊz,multilingual-g2p
vecchio,StandardOrth,NA,NA,Italian,old,Property,NA,vekːio,epitran
vieux,StandardOrth,NA,NA,French,old,Property,NA,vjœ,epitran
vell,StandardOrth,NA,NA,Catalan,old,Property,NA,bɛʎ,epitran
velho,StandardOrth,NA,NA,Portuguese,old,Property,NA,vɛlo,epitran
vechiu,StandardOrth,NA,NA,Romanian,old,Property,NA,vekiu,epitran
bătrîn,StandardOrth,NA,NA,Romanian,old,Property,NA,bətrɨn,epitran
gammel,StandardOrth,NA,NA,Danish,old,Property,NA,,
gammal,StandardOrth,NA,NA,Swedish,old,Property,NA,ɡɐmɑːl,epitran
old,StandardOrth,NA,NA,English,old,Property,NA,owˈld,cmu.in.ipa
oud,StandardOrth,NA,NA,Dutch,old,Property,NA,ɑwt,epitran
alt,StandardOrth,NA,Original (M. R. Key),German,old,Property,FALSE,alt,epitran
vecs,StandardOrth,NA,NA,Latvian,old,Property,NA,vetss,multilingual-g2p
starý,StandardOrth,NA,NA,Czech,old,Property,NA,stari,multilingual-g2p
stary,StandardOrth,NA,NA,Polish,old,Property,NA,starɨ,epitran
æрыгон,CyrillTrans,NA,NA,Ossetic,young,Property,NA,ərɨɡon,
æвзонг,CyrillTrans,NA,NA,Ossetic,young,Property,NA,əvzonɡ,
'neos,LatinTrans,NA,NA,Modern Greek,young,Property,NA,niəʊz,multilingual-g2p
nea'ros,LatinTrans,NA,NA,Modern Greek,young,Property,NA,niɹəʊz,multilingual-g2p
giovine,StandardOrth,NA,NA,Italian,young,Property,NA,d͡ʒovine,epitran
jeune,StandardOrth,NA,NA,French,young,Property,NA,ʒœn,epitran
jove,StandardOrth,NA,NA,Catalan,young,Property,NA,ʒɔbɛ,epitran
jovem,StandardOrth,NA,NA,Portuguese,young,Property,NA,ʒovɛ̃,epitran
novo,StandardOrth,NA,NA,Portuguese,young,Property,NA,novo,epitran
tînăr,StandardOrth,NA,NA,Romanian,young,Property,NA,tɨnər,epitran
june,StandardOrth,NA,NA,Romanian,young,Property,NA,ʒune,epitran
ung,StandardOrth,NA,NA,Danish,young,Property,NA,,
ung,StandardOrth,NA,NA,Swedish,young,Property,NA,ɵŋ,epitran
young,StandardOrth,NA,NA,English,young,Property,NA,jʌˈŋ,cmu.in.ipa
jong,StandardOrth,NA,NA,Dutch,young,Property,NA,jɔnx,epitran
jung,StandardOrth,NA,Original (M. R. Key),German,young,Property,FALSE,juŋk,epitran
jauns,StandardOrth,NA,NA,Latvian,young,Property,NA,jauns,multilingual-g2p
mladý,StandardOrth,NA,NA,Czech,young,Property,NA,mladi,multilingual-g2p
młody,StandardOrth,NA,NA,Polish,young,Property,NA,mwɔdɨ,epitran
кар,CyrillTrans,NA,NA,Ossetic,age,Person/Thing,NA,kar,
ас,CyrillTrans,NA,NA,Ossetic,age,Person/Thing,NA,as,
дуг,CyrillTrans,NA,NA,Ossetic,age,Person/Thing,NA,duɡ,
заман,CyrillTrans,NA,NA,Ossetic,age,Person/Thing,NA,zaman,
ili'kia,LatinTrans,NA,NA,Modern Greek,age,Person/Thing,NA,ɪlɪkiə,multilingual-g2p
età,StandardOrth,NA,NA,Italian,age,Person/Thing,NA,eta,epitran
âge,StandardOrth,NA,NA,French,age,Person/Thing,NA,ɑʒ,epitran
edat,StandardOrth,NA,NA,Catalan,age,Person/Thing,NA,ɛdat,epitran
idade,StandardOrth,NA,NA,Portuguese,age,Person/Thing,NA,idɐdɛ,epitran
virstă,StandardOrth,NA,NA,Romanian,age,Person/Thing,NA,virstə,epitran
etate,StandardOrth,NA,NA,Romanian,age,Person/Thing,NA,etate,epitran
alder,StandardOrth,NA,NA,Danish,age,Person/Thing,NA,,
ålder,StandardOrth,NA,NA,Swedish,age,Person/Thing,NA,ɔldeːr,epitran
age,StandardOrth,NA,NA,English,age,Person/Thing,NA,ejˈʤ,cmu.in.ipa
leeftijd,StandardOrth,NA,NA,Dutch,age,Person/Thing,NA,leːftɛjt,epitran
ouderdom,StandardOrth,NA,NA,Dutch,age,Person/Thing,NA,ɑwʏdɛrdɔm,epitran
Alter,StandardOrth,NA,Original (M. R. Key),German,age,Person/Thing,FALSE,altə,epitran
vecums,StandardOrth,NA,NA,Latvian,age,Person/Thing,NA,vetsums,multilingual-g2p
věk,StandardOrth,NA,NA,Czech,age,Person/Thing,NA,vek,multilingual-g2p
wiek,StandardOrth,NA,NA,Polish,age,Person/Thing,NA,vjɛk,epitran
stulecie,StandardOrth,NA,NA,Polish,age,Person/Thing,NA,stulɛt͡ɕɛ,epitran
нæуæг,CyrillTrans,NA,NA,Ossetic,new,Property,NA,nəwæɡ,
ног,CyrillTrans,NA,NA,Ossetic,new,Property,NA,noɡ,
'neos,LatinTrans,NA,NA,Modern Greek,new,Property,NA,niəʊz,multilingual-g2p
ke'nurios,LatinTrans,NA,NA,Modern Greek,new,Property,NA,kɛnjʊɹɪəʊz,multilingual-g2p
nuovo,StandardOrth,NA,NA,Italian,new,Property,NA,nuovo,epitran
nouveau,StandardOrth,NA,NA,French,new,Property,NA,nuvo,epitran
nou,StandardOrth,NA,NA,Catalan,new,Property,NA,nɔb,epitran
novo,StandardOrth,NA,NA,Portuguese,new,Property,NA,novo,epitran
nou,StandardOrth,NA,NA,Romanian,new,Property,NA,nou,epitran
ny,StandardOrth,NA,NA,Danish,new,Property,NA,,
ny,StandardOrth,NA,NA,Swedish,new,Property,NA,nyː,epitran
new,StandardOrth,NA,NA,English,new,Property,NA,nuˈ,cmu.in.ipa
nieuw,StandardOrth,NA,NA,Dutch,new,Property,NA,niw,epitran
neu,StandardOrth,NA,Original (M. R. Key),German,new,Property,FALSE,noyh,epitran
jauns,StandardOrth,NA,NA,Latvian,new,Property,NA,jauns,multilingual-g2p
nový,StandardOrth,NA,NA,Czech,new,Property,NA,novi,multilingual-g2p
nowy,StandardOrth,NA,NA,Polish,new,Property,NA,nɔvɨ,epitran
рæстæг,CyrillTrans,NA,NA,Ossetic,time,Person/Thing,NA,rəstəɡ,
афон,CyrillTrans,NA,NA,Ossetic,time,Person/Thing,NA,afon,
дуг,CyrillTrans,NA,NA,Ossetic,time,Person/Thing,NA,duɡ,
заман,CyrillTrans,NA,NA,Ossetic,time,Person/Thing,NA,zaman,
сахат,CyrillTrans,NA,NA,Ossetic,time,Person/Thing,NA,saχat,
'ora,LatinTrans,NA,NA,Modern Greek,time,Person/Thing,NA,ɔɹə,multilingual-g2p
'xronos,LatinTrans,NA,NA,Modern Greek,time,Person/Thing,NA,ɛksɹəʊnəʊz,multilingual-g2p
ke'ros,LatinTrans,NA,NA,Modern Greek,time,Person/Thing,NA,kɛɹəʊz,multilingual-g2p
tempo,StandardOrth,NA,NA,Italian,time,Person/Thing,NA,tempo,epitran
heure,StandardOrth,NA,NA,French,time,Person/Thing,NA,œr,epitran
temps,StandardOrth,NA,NA,French,time,Person/Thing,NA,tɑ̃p,epitran
temps,StandardOrth,NA,NA,Catalan,time,Person/Thing,NA,tɛms,epitran
tempo,StandardOrth,NA,NA,Portuguese,time,Person/Thing,NA,tɛmpo,epitran
timp,StandardOrth,NA,NA,Romanian,time,Person/Thing,NA,timp,epitran
vreme,StandardOrth,NA,NA,Romanian,time,Person/Thing,NA,vreme,epitran
tid,StandardOrth,NA,NA,Danish,time,Person/Thing,NA,,
tid,StandardOrth,NA,NA,Swedish,time,Person/Thing,NA,tiːd,epitran
time,StandardOrth,NA,NA,English,time,Person/Thing,NA,tajˈm,cmu.in.ipa
tijd,StandardOrth,NA,NA,Dutch,time,Person/Thing,NA,tɛjt,epitran
Zeit,StandardOrth,NA,Original (M. R. Key),German,time,Person/Thing,FALSE,t͡sait,epitran
(Weile),StandardOrth,NA,Original (M. R. Key),German,time,Person/Thing,FALSE,(vaiele),epitran
laiks,StandardOrth,NA,NA,Latvian,time,Person/Thing,NA,laiks,multilingual-g2p
čas,StandardOrth,NA,NA,Czech,time,Person/Thing,NA,tsas,multilingual-g2p
doba,StandardOrth,NA,NA,Czech,time,Person/Thing,NA,doba,multilingual-g2p
driemaal,StandardOrth,NA,NA,Dutch,three times,Other,NA,triːɛmaːl,epitran
dreimal,StandardOrth,NA,Original (M. R. Key),German,three times,Other,FALSE,traiemal,epitran
trīsreiz,StandardOrth,NA,NA,Latvian,three times,Other,NA,tʀisʀeiz,multilingual-g2p
třikrát,StandardOrth,NA,NA,Czech,three times,Other,NA,tr̩ikrat,multilingual-g2p
trzykroć,StandardOrth,NA,NA,Polish,three times,Other,NA,tʐɨkrɔt͡ɕ,epitran
trzykrotnie,StandardOrth,NA,NA,Polish,three times,Other,NA,tʐɨkrɔtɲɛ,epitran
æртыккаг,CyrillTrans,NA,NA,Ossetic,third,Other,NA,ərtɨkkaɡ,
æтыккæгæм,CyrillTrans,NA,NA,Ossetic,third,Other,NA,ətɨkkəɡəm,
'tritos,LatinTrans,NA,NA,Modern Greek,third,Other,NA,tɹaɪtəʊz,multilingual-g2p
terzo,StandardOrth,NA,NA,Italian,third,Other,NA,terso,epitran
troisième,StandardOrth,NA,NA,French,third,Other,NA,trwasjɛm,epitran
tercer,StandardOrth,NA,NA,Catalan,third,Other,NA,tɛɾsɛɾ,epitran
terceiro,StandardOrth,NA,NA,Portuguese,third,Other,NA,tɛɾsɛjɾo,epitran
tredje,StandardOrth,NA,NA,Danish,third,Other,NA,,
tredje,StandardOrth,NA,NA,Swedish,third,Other,NA,trɛjeː,epitran
third,StandardOrth,NA,NA,English,third,Other,NA,θɚˈd,cmu.in.ipa
derde,StandardOrth,NA,NA,Dutch,third,Other,NA,dɛrdeː,epitran
dritte,StandardOrth,NA,Original (M. R. Key),German,third,Other,FALSE,tritə,epitran
trešais,StandardOrth,NA,NA,Latvian,third,Other,NA,tʀesais,multilingual-g2p
třetí,StandardOrth,NA,NA,Czech,third,Other,NA,tr̩eci,multilingual-g2p
trzeci,StandardOrth,NA,NA,Polish,third,Other,NA,tʐɛt͡ɕi,epitran
tweemaal,StandardOrth,NA,NA,Dutch,two times,Other,NA,tʋeːɛmaːl,epitran
zweimal,StandardOrth,NA,Original (M. R. Key),German,two times,Other,FALSE,t͡svaiemal,epitran
divreiz,StandardOrth,NA,NA,Latvian,two times,Other,NA,divʀeiz,multilingual-g2p
dvakrát,StandardOrth,NA,NA,Czech,two times,Other,NA,dvakrat,multilingual-g2p
дыууæ,CyrillTrans,NA,NA,Ossetic,pair,Person/Thing,NA,dɨuwæ,
фæлыст,CyrillTrans,NA,NA,Ossetic,pair,Person/Thing,NA,fəlɨst,
ze'vɣari,LatinTrans,NA,NA,Modern Greek,pair,Person/Thing,NA,zɛdikwəʊtviɡaməeɪɑɹaɪ,multilingual-g2p
paio,StandardOrth,NA,NA,Italian,pair,Person/Thing,NA,paio,epitran
coppia,StandardOrth,NA,NA,Italian,pair,Person/Thing,NA,kopːia,epitran
couple,StandardOrth,NA,NA,French,pair,Person/Thing,NA,kupl,epitran
paire,StandardOrth,NA,NA,French,pair,Person/Thing,NA,pɛr,epitran
parell,StandardOrth,NA,NA,Catalan,pair,Person/Thing,NA,paɾɛʎ,epitran
par,StandardOrth,NA,NA,Portuguese,pair,Person/Thing,NA,pɐɾ,epitran
par,StandardOrth,NA,NA,Danish,pair,Person/Thing,NA,,
par,StandardOrth,NA,NA,Swedish,pair,Person/Thing,NA,pɑːr,epitran
pair,StandardOrth,NA,NA,English,pair,Person/Thing,NA,pɛˈɹ,cmu.in.ipa
paar,StandardOrth,NA,NA,Dutch,pair,Person/Thing,NA,paːr,epitran
pāris,StandardOrth,NA,NA,Latvian,pair,Person/Thing,NA,paʀis,multilingual-g2p
pár,StandardOrth,NA,NA,Czech,pair,Person/Thing,NA,par̩,multilingual-g2p
para,StandardOrth,NA,NA,Polish,pair,Person/Thing,NA,para,epitran
дыккаг,CyrillTrans,NA,NA,Ossetic,second,Other,NA,dɨkkaɡ,
дыккæгæм,CyrillTrans,NA,NA,Ossetic,second,Other,NA,dɨkkəɡəm,
'ðefteros,LatinTrans,NA,NA,Modern Greek,second,Other,NA,ðɛfteəɹəʊz,multilingual-g2p
secondo,StandardOrth,NA,NA,Italian,second,Other,NA,sekondo,epitran
deuxième,StandardOrth,NA,NA,French,second,Other,NA,dœksjɛm,epitran
segon,StandardOrth,NA,NA,Catalan,second,Other,NA,sɛɡɔn,epitran
segundo,StandardOrth,NA,NA,Portuguese,second,Other,NA,sɛɡndo,epitran
anden,StandardOrth,NA,NA,Danish,second,Other,NA,,
andra,StandardOrth,NA,NA,Swedish,second,Other,NA,ɐndrɑː,epitran
second,StandardOrth,NA,NA,English,second,Other,NA,sɛˈkʌnd,cmu.in.ipa
tweede,StandardOrth,NA,NA,Dutch,second,Other,NA,tʋeːɛdeː,epitran
zweite,StandardOrth,NA,Original (M. R. Key),German,second,Other,FALSE,t͡svaitə,epitran
otrais,StandardOrth,NA,NA,Latvian,second,Other,NA,uotʀais,multilingual-g2p
druhý,StandardOrth,NA,NA,Czech,second,Other,NA,druhi,multilingual-g2p
drugi,StandardOrth,NA,NA,Polish,second,Other,NA,druɡʲi,epitran
фæстаг,CyrillTrans,NA,NA,Ossetic,last,Other,NA,fəstaɡ,
tele'fteos,LatinTrans,NA,NA,Modern Greek,last,Other,NA,tɛlɪftɪəʊz,multilingual-g2p
ultimo,StandardOrth,NA,NA,Italian,last,Other,NA,ultimo,epitran
dernier,StandardOrth,NA,NA,French,last,Other,NA,dɛrnje,epitran
últim,StandardOrth,NA,NA,Catalan,last,Other,NA,ultim,epitran
último,StandardOrth,NA,NA,Portuguese,last,Other,NA,ultimo,epitran
ultim,StandardOrth,NA,NA,Romanian,last,Other,NA,ultim,epitran
sidst,StandardOrth,NA,NA,Danish,last,Other,NA,,
sist,StandardOrth,NA,NA,Swedish,last,Other,NA,sɪst,epitran
last,StandardOrth,NA,NA,English,last,Other,NA,læˈst,cmu.in.ipa
laatste,StandardOrth,NA,NA,Dutch,last,Other,NA,laːtsteː,epitran
letzte,StandardOrth,NA,Original (M. R. Key),German,last,Other,FALSE,let͡stə,epitran
pēdējais,StandardOrth,NA,NA,Latvian,last,Other,NA,pedejais,multilingual-g2p
poslední,StandardOrth,NA,NA,Czech,last,Other,NA,posledɲi,multilingual-g2p
ostatni,StandardOrth,NA,NA,Polish,last,Other,NA,ɔstatɲi,epitran
фыццаг,CyrillTrans,NA,NA,Ossetic,first,Other,NA,fɨt͡st͡saɡ,
'protos,LatinTrans,NA,NA,Modern Greek,first,Other,NA,pɹəʊtəʊz,multilingual-g2p
primo,StandardOrth,NA,NA,Italian,first,Other,NA,primo,epitran
premier,StandardOrth,NA,NA,French,first,Other,NA,prɛmje,epitran
primer,StandardOrth,NA,NA,Catalan,first,Other,NA,pɾimɛɾ,epitran
primeiro,StandardOrth,NA,NA,Portuguese,first,Other,NA,pɾimɛjɾo,epitran
først,StandardOrth,NA,NA,Danish,first,Other,NA,,
först,StandardOrth,NA,NA,Swedish,first,Other,NA,fœrst,epitran
first,StandardOrth,NA,NA,English,first,Other,NA,fɚˈst,cmu.in.ipa
eerste,StandardOrth,NA,NA,Dutch,first,Other,NA,eːrsteː,epitran
erste,StandardOrth,NA,Original (M. R. Key),German,first,Other,FALSE,eəstə,epitran
pirmais,StandardOrth,NA,NA,Latvian,first,Other,NA,piʀmais,multilingual-g2p
první,StandardOrth,NA,NA,Czech,first,Other,NA,pr̩vɲi,multilingual-g2p
pierwszy,StandardOrth,NA,NA,Polish,first,Other,NA,pjɛrvʂɨ,epitran
иунæг,CyrillTrans,NA,NA,Ossetic,"alone, only",Other,NA,iunəɡ,
айдагъ,CyrillTrans,NA,NA,Ossetic,"alone, only",Other,NA,ajdaʁ,
'monos,LatinTrans,NA,NA,Modern Greek,"alone, only",Other,NA,mɒnəʊz,multilingual-g2p
'mono,LatinTrans,NA,NA,Modern Greek,"alone, only",Other,NA,mɒnəʊ,multilingual-g2p
solo,StandardOrth,NA,NA,Italian,"alone, only",Other,NA,solo,epitran
soltanto,StandardOrth,NA,NA,Italian,"alone, only",Other,NA,soltanto,epitran
seul,StandardOrth,NA,NA,French,"alone, only",Other,NA,sœl,epitran
seulement,StandardOrth,NA,NA,French,"alone, only",Other,NA,sœlɛm,epitran
sol,StandardOrth,NA,NA,Catalan,"alone, only",Other,NA,sɔl,epitran
només,StandardOrth,NA,NA,Catalan,"alone, only",Other,NA,nɔmes,epitran
só,StandardOrth,NA,NA,Portuguese,"alone, only",Other,NA,sɔ,epitran
somente,StandardOrth,NA,NA,Portuguese,"alone, only",Other,NA,somɛntɛ,epitran
singur,StandardOrth,NA,NA,Romanian,"alone, only",Other,NA,sinɡur,epitran
unic,StandardOrth,NA,NA,Romanian,"alone, only",Other,NA,unik,epitran
numai,StandardOrth,NA,NA,Romanian,"alone, only",Other,NA,numai,epitran
alene,StandardOrth,NA,NA,Danish,"alone, only",Other,NA,,
eneste,StandardOrth,NA,NA,Danish,"alone, only",Other,NA,,
kun,StandardOrth,NA,NA,Danish,"alone, only",Other,NA,,
blot,StandardOrth,NA,NA,Danish,"alone, only",Other,NA,,
ensam,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA,ɛnsɑːm,epitran
allena,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA,ɐleːnɑː,epitran
ende,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA,ɛndeː,epitran
enda,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA,ɛndɑː,epitran
bara,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA,bɑːrɑː,epitran
allenast,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA,ɐleːnɐst,epitran
blott,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA,blɔt,epitran
endast,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA,ɛndɐst,epitran
alone,StandardOrth,NA,NA,English,"alone, only",Other,NA,ʌlowˈn,cmu.in.ipa
only,StandardOrth,NA,NA,English,"alone, only",Other,NA,owˈnli,cmu.in.ipa
alleen,StandardOrth,NA,NA,Dutch,"alone, only",Other,NA,ɑjeːn,epitran
enig,StandardOrth,NA,NA,Dutch,"alone, only",Other,NA,eːnɪx,epitran
slechts,StandardOrth,NA,NA,Dutch,"alone, only",Other,NA,slɛxts,epitran
allein,StandardOrth,NA,Original (M. R. Key),German,"alone, only",Other,FALSE,alain,epitran
einzig,StandardOrth,NA,Original (M. R. Key),German,"alone, only",Other,FALSE,aint͡sik,epitran
nur,StandardOrth,NA,Original (M. R. Key),German,"alone, only",Other,FALSE,nuə,epitran
