language,ontological.category,marker,n,position
Wapishana,Thing,ka,66,Prefix
Waurá,Action,#,33,Suffix
Waurá,Action,ɨka,12,Suffix
Waurá,Action,a,95,Suffix
Waurá,Action,aka,23,Suffix
Waurá,Action,akata,8,Suffix
Waurá,Action,ata,33,Suffix
Waurá,Action,e,31,Suffix
Waurá,Action,ita,19,Suffix
Waurá,Action,ĩta,1,Suffix
Waurá,Action,uka,32,Suffix
Waurá,Action,ũka,1,Suffix
Waurá,Action,uta,23,Suffix
Waurá,Action,#,311,Prefix
Waurá,Thing,#,90,Suffix
Waurá,Thing,a,173,Suffix
Waurá,Thing,atɨ,14,Suffix
Waurá,Thing,i,97,Suffix
Waurá,Thing,ĩ,5,Suffix
Waurá,Thing,u,99,Suffix
Waurá,Thing,ũ,6,Suffix
Waurá,Thing,#,484,Prefix
Wayampi,Action,#,69,Suffix
Wayampi,Action,ɛ,34,Suffix
Wayampi,Action,a,19,Suffix
Wayampi,Action,#,111,Prefix
Wayampi,Action,yɛ,11,Prefix
Wayampi,Thing,#,245,Suffix
Wayampi,Thing,ɛ,95,Suffix
Wayampi,Thing,ɨ,63,Suffix
Wayampi,Thing,a,178,Suffix
Wayampi,Thing,#,581,Prefix
Welsh,Action,#,239,Suffix
Welsh,Action,ɨ,69,Suffix
Welsh,Action,jɔ,80,Suffix
Welsh,Action,ø,118,Suffix
Welsh,Action,#,506,Prefix
Welsh,Thing,#,994,Suffix
Welsh,Thing,ɛn,76,Suffix
Welsh,Thing,l,87,Suffix
Welsh,Thing,#,1157,Prefix
Wichí,Action,#,295,Suffix
Wichí,Action,#,148,Prefix
Wichí,Action,i,88,Prefix
Wichí,Action,ta,39,Prefix
Wichí,Action,ti,20,Prefix
Wichí,Thing,#,584,Suffix
Wichí,Thing,#,584,Prefix
Xu,Action,#,222,Suffix
Xu,Action,#,222,Prefix
Xu,Thing,#,408,Suffix
Xu,Thing,#,408,Prefix
Yagán,Action,#,42,Suffix
Yagán,Action,a,64,Suffix
Yagán,Action,aku,10,Suffix
Yagán,Action,ana,28,Suffix
Yagán,Action,ata,22,Suffix
Yagán,Action,u,25,Suffix
Yagán,Action,#,191,Prefix
Yagán,Thing,#,150,Suffix
Yagán,Thing,a,164,Suffix
Yagán,Thing,i,45,Suffix
Yagán,Thing,#,359,Prefix
Yagua,Action,#,219,Suffix
Yagua,Action,anu,21,Suffix
Yagua,Action,anũ,1,Suffix
Yagua,Action,ay,43,Suffix
Yagua,Action,i,62,Suffix
Yagua,Action,ĩ,6,Suffix
Yagua,Action,si,12,Suffix
Yagua,Action,ta,29,Suffix
Yagua,Action,ũy,29,Suffix
Yagua,Action,uy,11,Suffix
Yagua,Action,yã,14,Suffix
Yagua,Action,#,297,Prefix
Yagua,Action,h,150,Prefix
Yagua,Thing,#,618,Suffix
Yagua,Thing,atu,19,Suffix
Yagua,Thing,atũ,1,Suffix
Yagua,Thing,i,149,Suffix
Yagua,Thing,ĩ,42,Suffix
Yagua,Thing,#,805,Prefix
Yagua,Thing,sa,24,Prefix
Yaminahua,Action,#,19,Suffix
Yaminahua,Action,ɨkĩ,42,Suffix
Yaminahua,Action,akĩ,113,Suffix
Yaminahua,Action,aki,8,Suffix
Yaminahua,Action,ani,4,Suffix
Yaminahua,Action,ikĩ,50,Suffix
Yaminahua,Action,iki,12,Suffix
Yaminahua,Action,ĩkĩ,2,Suffix
Yaminahua,Action,kĩ,16,Suffix
Yaminahua,Action,ki,1,Suffix
Yaminahua,Action,nãnõ,2,Suffix
Yaminahua,Action,nia,1,Suffix
Yaminahua,Action,okĩ,42,Suffix
Yaminahua,Action,#,312,Prefix
Yaminahua,Thing,#,61,Suffix
Yaminahua,Thing,ɨ,65,Suffix
Yaminahua,Thing,a,189,Suffix
Yaminahua,Thing,ai,15,Suffix
Yaminahua,Thing,ati,30,Suffix
Yaminahua,Thing,i,131,Suffix
Yaminahua,Thing,ĩ,29,Suffix
Yaminahua,Thing,iti,24,Suffix
Yaminahua,Thing,ĩti,4,Suffix
Yaminahua,Thing,o,135,Suffix
Yaminahua,Thing,oti,11,Suffix
Yaminahua,Thing,#,694,Prefix
Yanomámi,Action,#,73,Suffix
Yanomámi,Action,əɨ,15,Suffix
Yanomámi,Action,aɨ,124,Suffix
Yanomámi,Action,ãɨ,26,Suffix
Yanomámi,Action,ãmou,8,Suffix
Yanomámi,Action,mou,18,Suffix
Yanomámi,Action,ou,17,Suffix
Yanomámi,Action,pou,17,Suffix
Yanomámi,Action,#,298,Prefix
Yanomámi,Thing,#,266,Suffix
Yanomámi,Thing,a,77,Suffix
Yanomámi,Thing,o,46,Suffix
Yanomámi,Thing,#,304,Prefix
Yanomámi,Thing,pei,85,Prefix
Yaruro,Action,#,153,Suffix
Yaruro,Action,a,111,Suffix
Yaruro,Action,#,264,Prefix
Yaruro,Thing,#,388,Suffix
Yaruro,Thing,ɛ,62,Suffix
Yaruro,Thing,a,79,Suffix
Yaruro,Thing,#,529,Prefix
Yavitero,Action,#,8,Suffix
Yavitero,Action,a,161,Suffix
Yavitero,Action,ahi,9,Suffix
Yavitero,Action,ami,2,Suffix
Yavitero,Action,ita,20,Suffix
Yavitero,Action,uľi,2,Suffix
Yavitero,Action,uwi,2,Suffix
Yavitero,Action,#,204,Prefix
Yavitero,Thing,#,99,Suffix
Yavitero,Thing,a,116,Suffix
Yavitero,Thing,aľi,27,Suffix
Yavitero,Thing,ali,1,Suffix
Yavitero,Thing,ani,10,Suffix
Yavitero,Thing,atu,5,Suffix
Yavitero,Thing,eľi,8,Suffix
Yavitero,Thing,i,123,Suffix
Yavitero,Thing,iyu,4,Suffix
Yavitero,Thing,uľi,16,Suffix
Yavitero,Thing,#,409,Prefix
Yiddish,Action,#,12,Suffix
Yiddish,Action,dik,1,Suffix
Yiddish,Action,n,380,Suffix
Yiddish,Action,nšuldik,2,Suffix
Yiddish,Action,nzix,27,Suffix
Yiddish,Action,#,422,Prefix
Yiddish,Thing,#,632,Suffix
Yiddish,Thing,e,157,Suffix
Yiddish,Thing,l,116,Suffix
Yiddish,Thing,n,100,Suffix
Yiddish,Thing,#,1005,Prefix
Yuwana,Action,#,95,Suffix
Yuwana,Action,i,75,Suffix
Yuwana,Action,ĩ,11,Suffix
Yuwana,Action,tɨ,30,Suffix
Yuwana,Action,we,12,Suffix
Yuwana,Action,#,223,Prefix
Yuwana,Thing,#,407,Suffix
Yuwana,Thing,#,407,Prefix
Zhuang-Longzhou,Action,#,407,Suffix
Zhuang-Longzhou,Action,#,255,Prefix
Zhuang-Longzhou,Action,j,36,Prefix
Zhuang-Longzhou,Action,k,59,Prefix
Zhuang-Longzhou,Action,ł,32,Prefix
Zhuang-Longzhou,Action,l,25,Prefix
Zhuang-Longzhou,Thing,#,773,Suffix
Zhuang-Longzhou,Thing,#,337,Prefix
Zhuang-Longzhou,Thing,k,145,Prefix
Zhuang-Longzhou,Thing,ł,58,Prefix
Zhuang-Longzhou,Thing,l,52,Prefix
Zhuang-Longzhou,Thing,m,76,Prefix
Zhuang-Longzhou,Thing,p,105,Prefix
Zuni,Action,#,74,Suffix
Zuni,Action,a,91,Suffix
Zuni,Action,ā,1,Suffix
Zuni,Action,i,47,Suffix
Zuni,Action,o,27,Suffix
Zuni,Action,#,193,Prefix
Zuni,Action,ʔi,30,Prefix
Zuni,Action,ʔī,5,Prefix
Zuni,Action,te,12,Prefix
Zuni,Thing,#,31,Suffix
Zuni,Thing,a,202,Suffix
Zuni,Thing,e,33,Suffix
Zuni,Thing,ē,3,Suffix
Zuni,Thing,i,120,Suffix
Zuni,Thing,o,47,Suffix
Zuni,Thing,we,33,Suffix
Zuni,Thing,#,469,Prefix
