Form,transcription,englishName,language,englishPOS,languageFamily,alt_transcription,alt_form,concepticonID,phon,method,ontologicalCategory,include
abraçar,StandardOrth,embrace,Catalan,verb,Indo-European,NA,NA,NA,abɾasaɾ,NA,Action,FALSE
lamentar,StandardOrth,"regret, be sorry",Catalan,verb,Indo-European,NA,NA,NA,lamɛntaɾ,NA,Action,FALSE
plorar,StandardOrth,"cry, weep",Catalan,verb,Indo-European,NA,NA,NA,plɔɾaɾ,NA,Action,TRUE
gemegar,StandardOrth,groan,Catalan,verb,Indo-European,NA,NA,NA,ʒɛmɛɡaɾ,NA,Action,FALSE
odiar,StandardOrth,hate,Catalan,verb,Indo-European,NA,NA,NA,ɔdiaɾ,NA,Action,FALSE
atrevir-se,StandardOrth,dare,Catalan,verb,Indo-European,NA,NA,NA,atɾɛbiɾsɛ,NA,Action,FALSE
gosar,StandardOrth,dare,Catalan,verb,Indo-European,NA,NA,NA,ɡɔsaɾ,NA,Action,FALSE
desitjar,StandardOrth,"desire, want",Catalan,verb,Indo-European,NA,NA,NA,dɛsidʒəɾ,NA,Action,FALSE
voler,StandardOrth,"desire, want",Catalan,verb,Indo-European,NA,NA,NA,bɔlɛɾ,NA,Action,FALSE
escollir,StandardOrth,choose,Catalan,verb,Indo-European,NA,NA,NA,ɛskɔʎiɾ,NA,Action,FALSE
esperança,StandardOrth,hope,Catalan,verb,Indo-European,NA,NA,NA,ɛspɛɾansa,NA,Action,FALSE
mentir,StandardOrth,"lie, tell lies",Catalan,verb,Indo-European,NA,NA,NA,mɛntiɾ,NA,Action,FALSE
perdonar,StandardOrth,forgive,Catalan,verb,Indo-European,NA,NA,NA,pɛɾdɔnaɾ,NA,Action,FALSE
pensar,StandardOrth,think (= reflect),Catalan,verb,Indo-European,NA,NA,NA,pɛnsaɾ,NA,Action,FALSE
creure,StandardOrth,think (= be of the opinion),Catalan,verb,Indo-European,NA,NA,NA,kɾɛbɾɛ,NA,Action,FALSE
entendre,StandardOrth,understand,Catalan,verb,Indo-European,NA,NA,NA,ɛntɛndɾɛ,NA,Action,FALSE
comprendre,StandardOrth,understand,Catalan,verb,Indo-European,NA,NA,NA,kɔmpɾɛndɾɛ,NA,Action,FALSE
saber,StandardOrth,know,Catalan,verb,Indo-European,NA,NA,NA,sabɛɾ,NA,Action,FALSE
suposar,StandardOrth,guess,Catalan,verb,Indo-European,NA,NA,NA,supɔsaɾ,NA,Action,FALSE
imitar,StandardOrth,imitate,Catalan,verb,Indo-European,NA,NA,NA,imitaɾ,NA,Action,FALSE
semblar,StandardOrth,seem,Catalan,verb,Indo-European,NA,NA,NA,sɛmblaɾ,NA,Action,FALSE
aprendre,StandardOrth,learn,Catalan,verb,Indo-European,NA,NA,NA,apɾɛndɾɛ,NA,Action,FALSE
estudiar,StandardOrth,study,Catalan,verb,Indo-European,NA,NA,NA,ɛstudiaɾ,NA,Action,FALSE
recordar,StandardOrth,remember,Catalan,verb,Indo-European,NA,NA,NA,ɾɛkɔɾdaɾ,NA,Action,FALSE
enrecordar-se'n,StandardOrth,remember,Catalan,verb,Indo-European,NA,NA,NA,ɛnɾɛkɔɾdaɾsɛn,NA,Action,FALSE
oblidar,StandardOrth,forget,Catalan,verb,Indo-European,NA,NA,NA,ɔblidaɾ,NA,Action,FALSE
endescuidar-se,StandardOrth,forget,Catalan,verb,Indo-European,NA,NA,NA,ɛndɛskuʒdaɾsɛ,NA,Action,FALSE
explicar,StandardOrth,explain,Catalan,verb,Indo-European,NA,NA,NA,ɛʃplikaɾ,NA,Action,FALSE
sospitar,StandardOrth,suspect,Catalan,verb,Indo-European,NA,NA,NA,sɔspitaɾ,NA,Action,FALSE
traicionar,StandardOrth,betray,Catalan,verb,Indo-European,NA,NA,NA,tɾaʒsiɔnaɾ,NA,Action,FALSE
trair,StandardOrth,betray,Catalan,verb,Indo-European,NA,NA,NA,tɾaʒɾ,NA,Action,FALSE
intentar,StandardOrth,"try, attempt",Catalan,verb,Indo-European,NA,NA,NA,intɛntaɾ,NA,Action,FALSE
provar,StandardOrth,"try, attempt",Catalan,verb,Indo-European,NA,NA,NA,pɾɔbaɾ,NA,Action,FALSE
cantar,StandardOrth,sing,Catalan,verb,Indo-European,NA,NA,NA,kantaɾ,NA,Action,FALSE
cridar,StandardOrth,"shout, cry out",Catalan,verb,Indo-European,NA,NA,NA,kɾidaɾ,NA,Action,FALSE
xiuxiuejar,StandardOrth,whisper,Catalan,verb,Indo-European,NA,NA,NA,ʃibʃibɛʒaɾ,NA,Action,FALSE
murmurar,StandardOrth,mumble,Catalan,verb,Indo-European,NA,NA,NA,muɾmuɾaɾ,NA,Action,FALSE
xiular,StandardOrth,whistle,Catalan,verb,Indo-European,NA,NA,NA,ʃiblaɾ,NA,Action,FALSE
xerricar,StandardOrth,"shriek, screech",Catalan,verb,Indo-European,NA,NA,NA,ʃɛɾɾikaɾ,NA,Action,FALSE
xisclar,StandardOrth,"shriek, screech",Catalan,verb,Indo-European,NA,NA,NA,ʃisklaɾ,NA,Action,FALSE
udolar,StandardOrth,howl,Catalan,verb,Indo-European,NA,NA,NA,udɔlaɾ,NA,Action,FALSE
parlar,StandardOrth,"speak, talk",Catalan,verb,Indo-European,NA,NA,NA,paɾlaɾ,NA,Action,FALSE
tartamudejar,StandardOrth,"stutter, stammer",Catalan,verb,Indo-European,NA,NA,NA,taɾtamudɛʒaɾ,NA,Action,FALSE
quequejar,StandardOrth,"stutter, stammer",Catalan,verb,Indo-European,NA,NA,NA,kɛkɛʒaɾ,NA,Action,FALSE
dir,StandardOrth,say,Catalan,verb,Indo-European,NA,NA,NA,diɾ,NA,Action,FALSE
callar,StandardOrth,silent (be),Catalan,NA,Indo-European,NA,NA,NA,kaʎaɾ,NA,Action,FALSE
preguntar,StandardOrth,"ask (question, inquire)",Catalan,verb,Indo-European,NA,NA,NA,pɾɛɡwntaɾ,NA,Action,FALSE
contestar,StandardOrth,answer,Catalan,verb,Indo-European,NA,NA,NA,kɔntɛstaɾ,NA,Action,FALSE
respondre,StandardOrth,answer,Catalan,verb,Indo-European,NA,NA,NA,ɾɛspɔndɾɛ,NA,Action,FALSE
negar,StandardOrth,deny,Catalan,verb,Indo-European,NA,NA,NA,nɛɡaɾ,NA,Action,FALSE
demanar,StandardOrth,"ask, request",Catalan,verb,Indo-European,NA,NA,NA,dɛmanaɾ,NA,Action,FALSE
prometre,StandardOrth,promise,Catalan,verb,Indo-European,NA,NA,NA,pɾɔmɛtɾɛ,NA,Action,FALSE
rebutjar,StandardOrth,refuse,Catalan,verb,Indo-European,NA,NA,NA,ɾɛbudʒəɾ,NA,Action,FALSE
prohibir,StandardOrth,forbid,Catalan,verb,Indo-European,NA,NA,NA,pɾɔibiɾ,NA,Action,FALSE
reprendre,StandardOrth,"rebuke, scold",Catalan,verb,Indo-European,NA,NA,NA,ɾɛpɾɛndɾɛ,NA,Action,FALSE
renyar,StandardOrth,"rebuke, scold",Catalan,verb,Indo-European,NA,NA,NA,ɾɛɲaɾ,NA,Action,FALSE
dir-se,StandardOrth,call (=name),Catalan,verb,Indo-European,NA,NA,NA,diɾsɛ,NA,Action,FALSE
anunciar,StandardOrth,announce,Catalan,verb,Indo-European,NA,NA,NA,anunsiaɾ,NA,Action,FALSE
amenaçar,StandardOrth,threaten,Catalan,verb,Indo-European,NA,NA,NA,amɛnasaɾ,NA,Action,FALSE
xulejar,StandardOrth,boast,Catalan,verb,Indo-European,NA,NA,NA,ʃulɛʒaɾ,NA,Action,FALSE
presumir,StandardOrth,boast,Catalan,verb,Indo-European,NA,NA,NA,pɾɛsumiɾ,NA,Action,FALSE
escriure,StandardOrth,write,Catalan,verb,Indo-European,NA,NA,NA,ɛskɾibɾɛ,NA,Action,FALSE
llegir,StandardOrth,read,Catalan,verb,Indo-European,NA,NA,NA,ʎɛʒiɾ,NA,Action,FALSE
regnar,StandardOrth,"rule, govern",Catalan,verb,Indo-European,NA,NA,NA,ɾɛɡnaɾ,NA,Action,FALSE
governar,StandardOrth,"rule, govern",Catalan,verb,Indo-European,NA,NA,NA,ɡɔbɛɾnaɾ,NA,Action,FALSE
manar,StandardOrth,"command, order",Catalan,verb,Indo-European,NA,NA,NA,manaɾ,NA,Action,FALSE
obeir,StandardOrth,obey,Catalan,verb,Indo-European,NA,NA,NA,ɔbɛʒɾ,NA,Action,FALSE
permetre,StandardOrth,"let, permit",Catalan,verb,Indo-European,NA,NA,NA,pɛɾmɛtɾɛ,NA,Action,FALSE
ajudar,StandardOrth,"help, aid",Catalan,verb,Indo-European,NA,NA,NA,aʒudaɾ,NA,Action,FALSE
impedir,StandardOrth,"hinder, prevent",Catalan,verb,Indo-European,NA,NA,NA,impɛdiɾ,NA,Action,FALSE
trobar-se,StandardOrth,meet,Catalan,verb,Indo-European,NA,NA,NA,tɾɔbaɾsɛ,NA,Action,FALSE
lluitar,StandardOrth,fight (vb),Catalan,verb,Indo-European,NA,NA,NA,ʎuʒtaɾ,NA,Action,FALSE
defensar,StandardOrth,defend,Catalan,verb,Indo-European,NA,NA,NA,dɛfɛnsaɾ,NA,Action,FALSE
retirar-se,StandardOrth,retreat,Catalan,verb,Indo-European,NA,NA,NA,ɾɛtiɾaɾsɛ,NA,Action,FALSE
rendir-se,StandardOrth,surrender,Catalan,verb,Indo-European,NA,NA,NA,ɾɛndiɾsɛ,NA,Action,FALSE
caçar,StandardOrth,hunt,Catalan,verb,Indo-European,NA,NA,NA,kasaɾ,NA,Action,FALSE
disparar,StandardOrth,shoot,Catalan,verb,Indo-European,NA,NA,NA,dispaɾaɾ,NA,Action,FALSE
fallar,StandardOrth,miss (target),Catalan,verb,Indo-European,NA,NA,NA,faʎaɾ,NA,Action,FALSE
atrapar,StandardOrth,trap (vb),Catalan,verb,Indo-European,NA,NA,NA,atɾapaɾ,NA,Action,FALSE
jutjar,StandardOrth,judge (vb),Catalan,verb,Indo-European,NA,NA,NA,ʒudʒəɾ,NA,Action,FALSE
jurar,StandardOrth,swear,Catalan,verb,Indo-European,NA,NA,NA,ʒuɾaɾ,NA,Action,FALSE
acusar,StandardOrth,accuse,Catalan,verb,Indo-European,NA,NA,NA,akusaɾ,NA,Action,FALSE
condemnar,StandardOrth,condemn,Catalan,verb,Indo-European,NA,NA,NA,kɔndɛmnaɾ,NA,Action,FALSE
absoldre,StandardOrth,acquit,Catalan,verb,Indo-European,NA,NA,NA,apsɔldɾɛ,NA,Action,FALSE
robar,StandardOrth,steal,Catalan,verb,Indo-European,NA,NA,NA,ɾɔbaɾ,NA,Action,FALSE
culte,StandardOrth,worship,Catalan,verb,Indo-European,NA,NA,NA,kultɛ,NA,Action,FALSE
pregar,StandardOrth,pray,Catalan,verb,Indo-European,NA,NA,NA,pɾɛɡaɾ,NA,Action,FALSE
predicar,StandardOrth,preach,Catalan,verb,Indo-European,NA,NA,NA,pɾɛdikaɾ,NA,Action,FALSE
beneir,StandardOrth,bless,Catalan,verb,Indo-European,NA,NA,NA,bɛnɛʒɾ,NA,Action,FALSE
maleir,StandardOrth,curse,Catalan,verb,Indo-European,NA,NA,NA,malɛʒɾ,NA,Action,FALSE
dejunar,StandardOrth,fast (vb),Catalan,verb,Indo-European,NA,NA,NA,dɛʒunaɾ,NA,Action,FALSE
sovint,StandardOrth,often,Catalan,other,Indo-European,NA,NA,NA,sɔbint,NA,Other,FALSE
sempre,StandardOrth,always,Catalan,other,Indo-European,NA,NA,NA,sɛmpɾɛ,NA,Other,FALSE
llest,StandardOrth,ready,Catalan,other,Indo-European,NA,NA,NA,ʎɛst,NA,Other,FALSE
lent,StandardOrth,slow,Catalan,other,Indo-European,NA,NA,NA,lɛnt,NA,Other,FALSE
ràpid,StandardOrth,"swift, fast, quick",Catalan,other,Indo-European,NA,NA,NA,ɾapid,NA,Other,FALSE
ja,StandardOrth,immediately,Catalan,other,Indo-European,NA,NA,NA,ʒa,NA,Other,FALSE
immediatament,StandardOrth,immediately,Catalan,other,Indo-European,NA,NA,NA,imɛdiatamɛnt,NA,Other,FALSE
ara,StandardOrth,now,Catalan,other,Indo-European,NA,NA,NA,aɾa,NA,Other,FALSE
tard,StandardOrth,late,Catalan,other,Indo-European,NA,NA,NA,taɾd,NA,Other,FALSE
aviat,StandardOrth,early,Catalan,other,Indo-European,NA,NA,NA,abiat,NA,Other,FALSE
vell,StandardOrth,old,Catalan,other,Indo-European,NA,NA,NA,bɛʎ,NA,Other,FALSE
jove,StandardOrth,young,Catalan,other,Indo-European,NA,NA,NA,ʒɔbɛ,NA,Other,FALSE
nou,StandardOrth,new,Catalan,other,Indo-European,NA,NA,NA,nɔb,NA,Other,FALSE
tercer,StandardOrth,third,Catalan,other,Indo-European,NA,NA,NA,tɛɾsɛɾ,NA,Other,FALSE
segon,StandardOrth,second,Catalan,other,Indo-European,NA,NA,NA,sɛɡɔn,NA,Other,FALSE
últim,StandardOrth,last,Catalan,other,Indo-European,NA,NA,NA,ultim,NA,Other,FALSE
primer,StandardOrth,first,Catalan,other,Indo-European,NA,NA,NA,pɾimɛɾ,NA,Other,FALSE
sol,StandardOrth,"alone, only",Catalan,other,Indo-European,NA,NA,NA,sɔl,NA,Other,FALSE
només,StandardOrth,"alone, only",Catalan,other,Indo-European,NA,NA,NA,nɔmes,NA,Other,FALSE
buit,StandardOrth,empty,Catalan,other,Indo-European,NA,NA,NA,buʒt,NA,Other,FALSE
ple,StandardOrth,full,Catalan,other,Indo-European,NA,NA,NA,plɛ,NA,Other,FALSE
algun,StandardOrth,some,Catalan,other,Indo-European,NA,NA,NA,alɡwn,NA,Other,FALSE
poc,StandardOrth,"little (quantity), few",Catalan,other,Indo-European,NA,NA,NA,pɔk,NA,Other,FALSE
prou,StandardOrth,enough,Catalan,other,Indo-European,NA,NA,NA,pɾɔb,NA,Other,FALSE
més,StandardOrth,more,Catalan,other,Indo-European,NA,NA,NA,mes,NA,Other,FALSE
molt,StandardOrth,"much, many",Catalan,other,Indo-European,NA,NA,NA,mɔlt,NA,Other,FALSE
tot,StandardOrth,"every, all",Catalan,other,Indo-European,NA,NA,NA,tɔt,NA,Other,FALSE
cada,StandardOrth,"every, all",Catalan,other,Indo-European,NA,NA,NA,kada,NA,Other,FALSE
cadascun,StandardOrth,"every, all",Catalan,other,Indo-European,NA,NA,NA,kadaskun,NA,Other,FALSE
mil,StandardOrth,thousand,Catalan,other,Indo-European,NA,NA,NA,mil,NA,Other,FALSE
cent,StandardOrth,hundred,Catalan,other,Indo-European,NA,NA,NA,sɛnt,NA,Other,FALSE
vint,StandardOrth,twenty,Catalan,other,Indo-European,NA,NA,NA,bint,NA,Other,FALSE
quinze,StandardOrth,fifteen,Catalan,other,Indo-European,NA,NA,NA,kinzɛ,NA,Other,FALSE
dotze,StandardOrth,twelve,Catalan,other,Indo-European,NA,NA,NA,dɔdzɛ,NA,Other,FALSE
onze,StandardOrth,eleven,Catalan,other,Indo-European,NA,NA,NA,ɔnzɛ,NA,Other,FALSE
deu,StandardOrth,ten,Catalan,other,Indo-European,NA,NA,NA,dɛb,NA,Other,FALSE
set,StandardOrth,seven,Catalan,other,Indo-European,NA,NA,NA,sɛt,NA,Other,FALSE
sis,StandardOrth,six,Catalan,other,Indo-European,NA,NA,NA,sis,NA,Other,FALSE
cinc,StandardOrth,five,Catalan,other,Indo-European,NA,NA,NA,siŋk,NA,Other,FALSE
quatre,StandardOrth,four,Catalan,other,Indo-European,NA,NA,NA,kwatɾɛ,NA,Other,FALSE
dos,StandardOrth,two,Catalan,other,Indo-European,NA,NA,NA,dɔs,NA,Other,FALSE
tres,StandardOrth,three,Catalan,other,Indo-European,NA,NA,NA,tɾɛs,NA,Other,FALSE
un,StandardOrth,one,Catalan,other,Indo-European,NA,NA,NA,un,NA,Other,FALSE
zero,StandardOrth,"zero, nothing",Catalan,other,Indo-European,NA,NA,NA,zɛɾɔ,NA,Other,FALSE
res,StandardOrth,"zero, nothing",Catalan,other,Indo-European,NA,NA,NA,ɾɛs,NA,Other,FALSE
semblant,StandardOrth,"like, similar",Catalan,other,Indo-European,NA,NA,NA,sɛmblant,NA,Other,FALSE
similar,StandardOrth,"like, similar",Catalan,other,Indo-European,NA,NA,NA,similaɾ,NA,Other,FALSE
rodó,StandardOrth,round,Catalan,other,Indo-European,NA,NA,NA,ɾɔdo,NA,Other,FALSE
torçat,StandardOrth,crooked,Catalan,other,Indo-European,NA,NA,NA,tɔɾsat,NA,Other,FALSE
recte,StandardOrth,straight,Catalan,other,Indo-European,NA,NA,NA,ɾɛktɛ,NA,Other,FALSE
dret,StandardOrth,straight,Catalan,other,Indo-European,NA,NA,NA,dɾɛt,NA,Other,FALSE
pla,StandardOrth,flat,Catalan,other,Indo-European,NA,NA,NA,pla,NA,Other,FALSE
fons,StandardOrth,deep,Catalan,other,Indo-European,NA,NA,NA,fɔns,NA,Other,FALSE
gruix,StandardOrth,thick (in dimension),Catalan,other,Indo-European,NA,NA,NA,ɡɾuʒʃ,NA,Other,FALSE
estret,StandardOrth,narrow,Catalan,other,Indo-European,NA,NA,NA,ɛstɾɛt,NA,Other,FALSE
ample,StandardOrth,"wide, broad",Catalan,other,Indo-European,NA,NA,NA,amplɛ,NA,Other,FALSE
ampli,StandardOrth,"wide, broad",Catalan,other,Indo-European,NA,NA,NA,ampli,NA,Other,FALSE
curt,StandardOrth,short,Catalan,other,Indo-European,NA,NA,NA,kuɾt,NA,Other,FALSE
alt,StandardOrth,tall,Catalan,other,Indo-European,NA,NA,NA,alt,NA,Other,FALSE
llarg,StandardOrth,long,Catalan,other,Indo-European,NA,NA,NA,ʎaɾɡ,NA,Other,FALSE
petit,StandardOrth,"small, little",Catalan,other,Indo-European,NA,NA,NA,pɛtit,NA,Other,FALSE
gros,StandardOrth,"large, big",Catalan,other,Indo-European,NA,NA,NA,ɡɾɔs,NA,Other,FALSE
gran,StandardOrth,"large, big",Catalan,other,Indo-European,NA,NA,NA,ɡɾan,NA,Other,FALSE
lluny,StandardOrth,far (adv),Catalan,other,Indo-European,NA,NA,NA,ʎuɲ,NA,Other,FALSE
esquerre,StandardOrth,left (side),Catalan,other,Indo-European,NA,NA,NA,ɛskɛɾɾɛ,NA,Other,FALSE
esquerra,StandardOrth,left (side),Catalan,other,Indo-European,NA,NA,NA,ɛskɛɾɾa,NA,Other,FALSE
dreta,StandardOrth,right (side),Catalan,other,Indo-European,NA,NA,NA,dɾɛta,NA,Other,FALSE
punxagut,StandardOrth,pointed,Catalan,other,Indo-European,NA,NA,NA,punʃaɡwt,NA,Other,FALSE
baix,StandardOrth,low,Catalan,other,Indo-European,NA,NA,NA,baʒʃ,NA,Other,FALSE
sobre,StandardOrth,"up, above",Catalan,other,Indo-European,NA,NA,NA,sɔbɾɛ,NA,Other,FALSE
sota,StandardOrth,under,Catalan,NA,Indo-European,NA,NA,NA,sɔta,NA,Other,FALSE
fora,StandardOrth,outside,Catalan,NA,Indo-European,NA,NA,NA,fɔɾa,NA,Other,FALSE
dins,StandardOrth,"inside, in",Catalan,NA,Indo-European,NA,NA,NA,dins,NA,Other,FALSE
abans,StandardOrth,before,Catalan,NA,Indo-European,NA,NA,NA,abans,NA,Other,FALSE
davant,StandardOrth,before,Catalan,NA,Indo-European,NA,NA,NA,dabant,NA,Other,FALSE
darrere,StandardOrth,behind,Catalan,NA,Indo-European,NA,NA,NA,daɾɾɛɾɛ,NA,Other,FALSE
després,StandardOrth,after,Catalan,NA,Indo-European,NA,NA,NA,dɛspɾes,NA,Other,FALSE
barat,StandardOrth,cheap,Catalan,other,Indo-European,NA,NA,NA,baɾat,NA,Other,FALSE
car,StandardOrth,"dear (costly, expensive)",Catalan,other,Indo-European,NA,NA,NA,kaɾ,NA,Other,FALSE
avar,StandardOrth,"avaricious, stingy",Catalan,other,Indo-European,NA,NA,NA,abaɾ,NA,Other,FALSE
tacanyo,StandardOrth,"avaricious, stingy",Catalan,other,Indo-European,NA,NA,NA,takaɲɔ,NA,Other,FALSE
pobre,StandardOrth,poor,Catalan,other,Indo-European,NA,NA,NA,pɔbɾɛ,NA,Other,FALSE
ric,StandardOrth,rich,Catalan,other,Indo-European,NA,NA,NA,ɾik,NA,Other,FALSE
trencat,StandardOrth,broken,Catalan,other,Indo-European,NA,NA,NA,tɾɛŋkat,NA,Other,FALSE
podrit,StandardOrth,rotten,Catalan,other,Indo-European,NA,NA,NA,pɔdɾit,NA,Other,FALSE
verd,StandardOrth,"green, unripe",Catalan,other,Indo-European,NA,NA,NA,bɛɾd,NA,Other,FALSE
immadur,StandardOrth,"green, unripe",Catalan,other,Indo-European,NA,NA,NA,imaduɾ,NA,Other,FALSE
madur,StandardOrth,ripe,Catalan,other,Indo-European,NA,NA,NA,maduɾ,NA,Other,FALSE
cru,StandardOrth,raw,Catalan,other,Indo-European,NA,NA,NA,kɾu,NA,Other,FALSE
cuit,StandardOrth,cooked,Catalan,other,Indo-European,NA,NA,NA,kuʒt,NA,Other,FALSE
despullat,StandardOrth,"naked, bare",Catalan,other,Indo-European,NA,NA,NA,dɛspuʎat,NA,Other,FALSE
nu,StandardOrth,"naked, bare",Catalan,other,Indo-European,NA,NA,NA,nu,NA,Other,FALSE
cec,StandardOrth,blind,Catalan,other,Indo-European,NA,NA,NA,sɛk,NA,Other,FALSE
ebri,StandardOrth,intoxicated,Catalan,other,Indo-European,NA,NA,NA,ɛbɾi,NA,Other,FALSE
mut,StandardOrth,mute,Catalan,other,Indo-European,NA,NA,NA,mut,NA,Other,FALSE
sord,StandardOrth,deaf,Catalan,other,Indo-European,NA,NA,NA,sɔɾd,NA,Other,FALSE
calb,StandardOrth,bald,Catalan,other,Indo-European,NA,NA,NA,kalb,NA,Other,FALSE
coix,StandardOrth,lame,Catalan,other,Indo-European,NA,NA,NA,kɔʒʃ,NA,Other,FALSE
esguerrat,StandardOrth,lame,Catalan,other,Indo-European,NA,NA,NA,ɛsɡɛɾɾat,NA,Other,FALSE
mandrós,StandardOrth,lazy,Catalan,other,Indo-European,NA,NA,NA,mandɾos,NA,Other,FALSE
cansat,StandardOrth,"tired, weary",Catalan,other,Indo-European,NA,NA,NA,kansat,NA,Other,FALSE
malalt,StandardOrth,"sick, sickness",Catalan,other,Indo-European,NA,NA,NA,malalt,NA,Other,FALSE
malaltia,StandardOrth,"sick, sickness",Catalan,other,Indo-European,NA,NA,NA,malaltia,NA,Other,FALSE
sà,StandardOrth,"well, health",Catalan,other,Indo-European,NA,NA,NA,sa,NA,Other,FALSE
salut,StandardOrth,"well, health",Catalan,other,Indo-European,NA,NA,NA,salut,NA,Other,FALSE
dèbil,StandardOrth,weak,Catalan,other,Indo-European,NA,NA,NA,dɛbil,NA,Other,FALSE
fort,StandardOrth,"strong, mighty, powerful",Catalan,other,Indo-European,NA,NA,NA,fɔɾt,NA,Other,FALSE
poderós,StandardOrth,"strong, mighty, powerful",Catalan,other,Indo-European,NA,NA,NA,pɔdɛɾos,NA,Other,FALSE
prenyada,StandardOrth,pregnant,Catalan,other,Indo-European,NA,NA,NA,pɾɛɲada,NA,Other,FALSE
embarassada,StandardOrth,pregnant,Catalan,other,Indo-European,NA,NA,NA,ɛmbaɾasada,NA,Other,FALSE
ells,StandardOrth,they,Catalan,NA,Indo-European,NA,NA,NA,ɛʎʃ,NA,Other,FALSE
elles,StandardOrth,they,Catalan,NA,Indo-European,NA,NA,NA,ɛʎɛs,NA,Other,FALSE
vosaltres,StandardOrth,you (plural),Catalan,NA,Indo-European,NA,NA,NA,bɔsaltɾɛs,NA,Other,FALSE
nosaltres,StandardOrth,we (exclusive),Catalan,NA,Indo-European,NA,NA,NA,nɔsaltɾɛs,NA,Other,FALSE
ell,StandardOrth,he/she/it,Catalan,NA,Indo-European,NA,NA,NA,ɛʎ,NA,Other,FALSE
tu,StandardOrth,you (singular),Catalan,NA,Indo-European,NA,NA,NA,tu,NA,Other,FALSE
vostè,StandardOrth,you (singular),Catalan,NA,Indo-European,NA,NA,NA,bɔstɛ,NA,Other,FALSE
jo,StandardOrth,I,Catalan,NA,Indo-European,NA,NA,NA,ʒɔ,NA,Other,FALSE
femella,StandardOrth,female,Catalan,NA,Indo-European,NA,NA,NA,fɛmɛʎa,NA,Other,FALSE
mascle,StandardOrth,male,Catalan,NA,Indo-European,NA,NA,NA,masklɛ,NA,Other,FALSE
calma,StandardOrth,calm (of sea),Catalan,other,Indo-European,NA,NA,NA,kalma,NA,Other,FALSE
mai,StandardOrth,never,Catalan,other,Indo-European,NA,NA,NA,maʒ,NA,Other,FALSE
avui,StandardOrth,today,Catalan,other,Indo-European,NA,NA,NA,abuʒ,NA,Other,FALSE
demà,StandardOrth,tomorrow,Catalan,other,Indo-European,NA,NA,NA,dɛma,NA,Other,FALSE
ahir,StandardOrth,yesterday,Catalan,other,Indo-European,NA,NA,NA,aiɾ,NA,Other,FALSE
fragància,StandardOrth,"fragrant, good smelling",Catalan,other,Indo-European,NA,NA,NA,fɾaɡansia,NA,Other,FALSE
dolç,StandardOrth,sweet,Catalan,other,Indo-European,NA,NA,NA,dɔls,NA,Other,FALSE
salat,StandardOrth,salty,Catalan,other,Indo-European,NA,NA,NA,salat,NA,Other,FALSE
amarg,StandardOrth,bitter,Catalan,other,Indo-European,NA,NA,NA,amaɾɡ,NA,Other,FALSE
àcid,StandardOrth,"acid, sour",Catalan,other,Indo-European,NA,NA,NA,asid,NA,Other,FALSE
agre,StandardOrth,"acid, sour",Catalan,other,Indo-European,NA,NA,NA,aɡɾɛ,NA,Other,FALSE
salabrós,StandardOrth,brackish,Catalan,other,Indo-European,NA,NA,NA,salabɾos,NA,Other,FALSE
tranquil,StandardOrth,"quiet, silence",Catalan,other,Indo-European,NA,NA,NA,tɾankil,NA,Other,FALSE
silenci,StandardOrth,"quiet, silence",Catalan,other,Indo-European,NA,NA,NA,silɛnsi,NA,Other,FALSE
brillant,StandardOrth,bright,Catalan,other,Indo-European,NA,NA,NA,bɾiʎant,NA,Other,FALSE
resplandor,StandardOrth,bright,Catalan,other,Indo-European,NA,NA,NA,ɾɛsplandɔɾ,NA,Other,FALSE
clar,StandardOrth,light (in color),Catalan,other,Indo-European,NA,NA,NA,klaɾ,NA,Other,FALSE
fosc,StandardOrth,dark (in color),Catalan,other,Indo-European,NA,NA,NA,fɔsk,NA,Other,FALSE
blanc,StandardOrth,white,Catalan,other,Indo-European,NA,NA,NA,blaŋk,NA,Other,FALSE
negre,StandardOrth,black,Catalan,other,Indo-European,NA,NA,NA,nɛɡɾɛ,NA,Other,FALSE
vermell,StandardOrth,red,Catalan,other,Indo-European,NA,NA,NA,bɛɾmɛʎ,NA,Other,FALSE
blau,StandardOrth,blue,Catalan,other,Indo-European,NA,NA,NA,blab,NA,Other,FALSE
groc,StandardOrth,yellow,Catalan,other,Indo-European,NA,NA,NA,ɡɾɔk,NA,Other,FALSE
dur,StandardOrth,hard,Catalan,other,Indo-European,NA,NA,NA,duɾ,NA,Other,FALSE
suau,StandardOrth,soft,Catalan,other,Indo-European,NA,NA,NA,suab,NA,Other,FALSE
aspre,StandardOrth,rough,Catalan,other,Indo-European,NA,NA,NA,aspɾɛ,NA,Other,FALSE
llis,StandardOrth,smooth,Catalan,other,Indo-European,NA,NA,NA,ʎis,NA,Other,FALSE
afilat,StandardOrth,sharp,Catalan,other,Indo-European,NA,NA,NA,afilat,NA,Other,FALSE
esmolat,StandardOrth,sharp,Catalan,other,Indo-European,NA,NA,NA,ɛsmɔlat,NA,Other,FALSE
esmussat,StandardOrth,"blunt, dull",Catalan,other,Indo-European,NA,NA,NA,ɛsmusat,NA,Other,FALSE
pesat,StandardOrth,heavy,Catalan,other,Indo-European,NA,NA,NA,pɛsat,NA,Other,FALSE
lleuger,StandardOrth,light (in weight),Catalan,other,Indo-European,NA,NA,NA,ʎɛbʒɛɾ,NA,Other,FALSE
